uuid,Name,Product Code,Density,Density Range,Measured Ref. Index - AVG,RI Range,Product Line,Aroma Color,Notes Color (Secondary),Intensity 1-10,Cannabis Forward,Fruity Forward,Dessert Forward,Odor Type,Odor Description,Tags,Family Type,Main Terpenes,Density g/cc,Density_avg,Refractive_Index_avg
0d11a765-59d5-4ab7-b747-3da0e66d6241,Pineapple OG,6-25-9999,"0.8367, 0.8290, 0.8370, 0.8386, 0.8314, 0.8194, 0.8194",0.797 - 0.863,"1.4786, 1.4796, 1.4801, 1.4805, 1.4805, 1.4803, 1.4803",1.45 - 1.51,Custom Formulation,,,3.5,1,,,Tropical Herbal,,,"Earthy, Glue","Myrcene, Beta Caryophyllene, Beta-Ocimene",,0.830214286,1.479985714
8093be7e-4335-4d54-83c3-dbc3201e719a,Alien OG,7-505-9999,"0.851, 0.8513, 0.8529, 0.8516, 0.869, 0.8466, 0.852, 0.824, 0.8448, 0.8382, 0.827, 0.8318, 0.8370, 0.8270, 0.8308, 0.8530, 0.8440, 0.8328, 0.8322, 0.8446",0.808 - 0.876,"1.4789, 1.4769, 1.479, 1.4786, 1.4784, 1.4799, 1.4811, 1.479, 1.4808, 1.4803, 1.4808, 1.4807, 1.4796, 1.4803, 1.4810, 1.4801, 1.4817, 1.4825, 1.4816, 1.4815",1.451 - 1.51,Live Line,#42ca42,#e5ae79,7,5,1,0,Tropical Kush,Deep cannabis base with strong kush aroma and fruity notes.,"Kush, Skunk, Glue, Mango, Earthy, Bright","Earthy, Kush","Beta Caryophyllene, Myrcene, Limonene",0.845,0.84208,1.480135
5d0e36b0-b4e7-4b59-b85d-6bdd0f1201e0,Blue Lavender,7-510-9999,"0.8618, 0.8617, 0.8402, 0.813, 0.8520, 0.8454",0.812 - 0.880,"1.4835, 1.4829, 1.4836, 1.4863, 1.4854, 1.485",1.455 - 1.514,Live Line,#8fad7c,#9bb6d6,6,3,0,0,Blue Pine,Blue Lavender has a floral-spicy aroma with notes of Camphor.,"Camphorous, pine, Lavender, Hashish","Diesel, Kush","Beta Caryophyllene, Myrcene, Terpinolene",0.862,0.845683333,1.48445
d991264c-57d2-4ecb-8743-490a727a27b8,Blue Zushi,7-806-9999,"0.842, 0.8352, 0.8422, 0.8514",0.809 - 0.876,"1.4749, 1.4743, 1.4754, 1.4757",1.446 - 1.505,Live Line,#222246,#103908,7.5,4,2,,Funky Blue berries & cheese,"A unique flavor profile that combines the sweetness of blueberries with subtle earthy undertones. Its aroma is a blend of sweet, fruity notes complemented by a hint of kush. Beneath the surface, cheesy, sour dairy notes emerge, adding a rich complexity. this strain also carries a sweet, dessert-like skunkiness, creating a layered and indulgent sensory experience.","BerryNotes, LightMint, tropical, Skunk, BlueCheese, StrainSpecific","Skunk, Cheesy","Myrcene, Alpha Pinene, Limonene",,0.8427,1.475075
53bcecea-ffe8-4dc2-a05b-05b8360e61b8,Cherry Kush,7-502-9999,"0.8448, 0.843, 0.8466, 0.8473, 0.8355, 0.847, 0.8324, 0.837, 0.8328, 0.8382, 0.8956, 0.8438, 0.8426, 0.8378, 0.8382, 0.8304",0.810 - 0.877,"1.4743, 1.4740, 1.4737, 1.476, 1.4754, 1.4753, 1.4764, 1.4765, 1.4140, 1.4777, 1.4780, 1.4772, 1.4772, 1.4779, 1.4780, 1.4786",1.443 - 1.502,Live Line,#f16b6b,#a1f5fb,4,1,1,0,Cherry Creamsicle,"Sweet candy body with vanilla notes, kush background and sour ending","Cherry, Kush, Candy, Chapstick, Rose'","Candy, Kush","Myrcene, Limonene, Beta Caryophyllene",0.854,0.8433125,1.4725125
ea9fbcb8-3f59-4e00-9bb4-b6158d1d7cd1,Cinnamon Kush Cake,7-803-9999,"0.8475, 0.8306, 0.8320, 0.8274, 0.8408, 0.8258, 0.8364",0.801 - 0.868,"1.4795, 1.4783, 1.4808, 1.4810, 1.4820, 1.4824, 1.4824",1.451 - 1.511,Live Line,#ad3c3c,#cfb29e,7.5,4,1,0,Pumpkin Spice,Complexed cinnamon-spices blend with bright kushy notes,"Dough, Cinnamon, Clove, Spicy, PumpkinSpice","Spicy, Kush","Myrcene, Beta Caryophyllene, linalool",,0.834357143,1.480914286
df6b19f7-d5d4-4020-9358-3a31e0ad0d71,Forbidden Fruit,7-503-9999,"0.8410, 0.8421, 0.8454, 0.832, 0.827, 0.8206, 0.8308, 0.8110, 0.8292, 0.8284",0.798 - 0.864,"1.4761, 1.4764, 1.4778, 1.4776, 1.4766, 1.4785, 1.4779, 1.4776, 1.4787, 1.4793",1.448 - 1.507,Live Line,#9d2727,#717a8e,4,2,2,0,Fruity Popsicle,Herbal Aroma with diesel body and apple candy notes,"Diesel, Apple, sweet, Mango, Candy","Diesel, Kush","Myrcene, Limonene, Terpinolene",0.84,0.83075,1.47765
298f126a-41cd-41aa-a8ab-6165aacc46c9,Honey Boo Boo,7-802-9999,"0.834, 0.867, 0.8644, 0.8794, 0.8686, 0.8642",0.828 - 0.897,"1.499, 1.4927, 1.4920, 1.4927, 1.4930, 1.4931",1.464 - 1.524,Live Line,#a17d33,#eae1b4,8,4,1,0,Honey Garlic,Strong honey top notes with intense Kush and Spicy-sour body,"Skunk, Spicy, Honey, Garlic, SourDough","Spicy, Kush","Beta Caryophyllene, Humulene, Myrcene",,0.862933333,1.49375
31af2fb9-bdc7-4c0b-b09c-63e5b92f8e5c,Kush Cake,7-508-9999,"0.872, 0.884, 0.8782, 0.879, 0.8644",0.840 - 0.911,"1.4858, 1.4877, 1.4877, 1.4862, 1.4884",1.457 - 1.517,Live Line,#713524,#fff8cb,7,3,0,0,Sweet Whisky,"Woody body of oak and cedar, deep whisky-like notes with sweet vanilla top notes","Vanilla, Spicy, Oak, Cedar, Wood","Woody, Kush","Beta Caryophyllene, Limonene, Myrcene",0.882,0.87552,1.48716
53abc560-1eb7-4a52-9a1d-4071bc6c5f13,Kush Mint,7-511-9999,"0.856, 0.833, 0.839, 0.8496, 0.8342, 0.8266",0.806 - 0.873,"1.4722, 1.4742, 1.4747, 1.4741, 1.4755, 1.4755",1.445 - 1.504,Live Line,#148a00,#3b0606,5,2,0,0,Kush Menthol,"Mint aromas and flavors - a delicate, extremely refreshing profile that opens the nostrils, with a Kush finish that adds intrigue and creates a complexity of layered aromas and flavors.","Camphorous, Kush, Bright, Mint, Fresh","Fresh, Kush","Limonene, linalool, Beta Caryophyllene",0.874,0.839733333,1.474366667
e08c9ba0-5f56-4192-b568-524c224324fc,MAC,7-804-9999,"0.8501, 0.8428, 0.8538, 0.8586, 0.8776, 0.8428, 0.8468",0.819 - 0.887,"1.4775, 1.4752, 1.4781, 1.4781, 1.4768, 1.4787, 1.4780",1.448 - 1.507,Live Line,#ac70cd,#6e8756,7.5,5,1,1,Creamy Purple Skunk,"harmonious blend of sweet, earthy, and slightly citrusy scents. The sweet aroma is reminiscent of a fresh, blooming garden, while the earthy undertones provide a grounding, natural essence. The subtle hint of citrus adds a refreshing and invigorating twist, making the overall aroma profile both complex and inviting.","Floral, creamy, Skunk, Fruity, purple, MAC","Fruity, Skunk","Limonene, Beta Caryophyllene, Beta-pinene",,0.853214286,1.477485714
3dfc55eb-0c0e-4701-81a1-eb7a1d1a45a7,Orange Cookies,7-501-9999,"0.8587, 0.8516, 0.8530, 0.8678, 0.8372, 0.8388, 0.8630, 0.8536, 0.8430",0.818 - 0.886,"1.4809, 1.4777, 1.4804, 1.4801, 1.4812, 1.4825, 1.4819, 1.4839, 1.4835",1.452 - 1.511,Live Line,#af700d,#f7b074,5,1,1,0,Diesel Soda,"Strong diesel body, sweet almost sugary citrus back notes.","Diesel, SweetOrange, Grapefruit, OrangeCrush, Fanta","Diesel, Citrus","Terpinolene, Myrcene, Beta Caryophyllene",0.858,0.851855556,1.481344444
db062677-a234-43d2-ab1b-d544ae10c2b3,Golden Berry,7-808-9999,"0.8596, 0.8378, 0.8596, 0.8378",0.815 - 0.883,"1.4837, 1.4794, 1.4837, 1.4794",1.452 - 1.511,Live Line,#eec955,#ac9a9a,8,5,2,,Fruity Ammonia,"Sweet and fruity aroma, reminiscent of ripe berries with a hint of citrus. The flavor profile delivers a burst of berry sweetness complemented by subtle tangy undertones. Beyond the fruit-forward notes, there’s a deep sourness—slightly milky and soft yet carrying sharp edges that add dimension. Behind this, a pleasant cat piss-like ammonia note emerges, giving the strain its own unique kick and magic, making it both bold and unforgettable.","BerryNotes, citrus, creamy, sweet, sharp, StrainSpecific, Ammonia","Fruity, Tropical","Beta-Ocimene, Alpha Terpineol, Terpinolene",,0.8487,1.48155
e43e345e-2942-43e0-b3c8-ffe85c9229c3,Peach Ring,7-506-9999,"0.868, 0.8525, 0.852, 0.854, 0.855, 0.8551, 0.8424, 0.8354, 0.8454, 0.8902, 0.8432, 0.8458, 0.8472, 0.8484",0.818 - 0.887,"1.47, 1.473, 1.472, 1.4721, 1.474, 1.4740, 1.475, 1.4742, 1.4765, 1.4861, 1.4751, 1.4763, 1.4753, 1.4765",1.446 - 1.505,Live Line,#f7a823,#713d3d,6,3,2,0,Passion Fruit,Floral and citrus aroma with sweet fruity and sour notes,"Kush, Peach, tropical, Nectarine, Passionfruit","Citrus, Kush","Limonene, linalool, Beta Caryophyllene",0.871,0.852471429,1.475007143
f8b2acc5-acbc-46d4-b4da-028d5652e2c1,Permanent Marker,7-805-9999,"0.8584, 0.8578, 0.8578, 0.8476",0.821 - 0.890,"1.4793, 1.4791, 1.4791, 1.4800",1.45 - 1.509,Live Line,#e8ff45,#d1abd1,6.5,5,1,,sweet soup with sharp edge,"A complex aroma profile featuring floral, soapy, candy, and gassy funk notes. The flavor is pungent and lingering, with soapy funk complemented by hints of candy and floral gas tones. Users often report a sharp alcohol marker note, especially when grind , adding a distinctive edge to its bold and expressive profile.","soap, Floral, Alcohol, Candy, Pungent, sharp, StrainSpecific","Chemical, Candy","Limonene, Beta Caryophyllene, linalool",,0.8554,1.479375
7230d652-75d3-47cb-af5c-aa7e5f911e23,Pink Lemonade,7-509-9999,"0.8627, 0.849, 0.856, 0.8422, 0.8402, 0.8554, 0.8504, 0.8400, 0.8492",0.815 - 0.883,"1.4806, 1.4807, 1.4243, 1.4804, 1.4800, 1.4824, 1.4815, 1.4833, 1.4826",1.446 - 1.505,Live Line,#daf271,#e46d9a,3.5,2,3,0,Sweet Lemon,Deep and sweet lemon flavors accompanied by fruity floral notes and a delicate Kush finish that rounds off the taste.,"Lemonade, BerryNotes, Lemon, Pink","Citrus, Kush","Beta Caryophyllene, Limonene, Myrcene",0.864,0.849455556,1.475088889
a04ee1b1-d553-45de-8a09-4453852ee52b,RNTZ,9-513-9999,"0.8547, 0.8517, 0.8442, 0.8608, 0.8354, 0.8564, 0.8902, 0.8924, 0.8436, 0.8532",0.824 - 0.893,"1.4844, 1.4823, 1.4852, 1.4847, 1.4840, 1.4864, 1.4861, 1.4854, 1.4862, 1.4867",1.455 - 1.515,Live Line,#8fb87a,#d18cae,7,3,2,0,Fruity Candy,"Rich cannabis aroma with sweet flavor and fruity notes. pungent, earthy, sweet notes. strong banana, watermelon and strawberry notes with cannabis hints. Candy like and bit spicy in a cannabis way.","strawberry, Banana, Gas, Skunk, Fruity","Fruity, Kush","Beta Caryophyllene, Limonene, Humulene",0.867,0.85826,1.48514
fc2f4b5f-0c0e-41e2-a6dd-fb6f0d0e05c1,RS11 X Jealousy,7-807-9999,"0.8624, 0.8584, 0.8584, 0.8624, 0.8648, 0.8578",0.826 - 0.895,"1.4808, 1.4809, 1.4809, 1.4808, 1.4818, 1.4820",1.452 - 1.511,Live Line,#f1bbe8,#466f08,6.5,4,2,1,Metallic Dough,"This cross brings together the fruity, candy-like flavors of RS11 with the sweet notes of Jealousy. On one hand, RS11 delivers creamy, fruity, and soft floral notes, while Jealousy amplifies the doughy richness and introduces a subtle yet distinct sharp metallic edge, adding depth and complexity to the overall profile. The result is a harmonious fusion of their most expressive characteristics, offering a layered and intriguing sensory experience.","Floral, Dough, Fruity, Dessert, StrainSpecific, Metallic","Metallic, Dough","Beta Caryophyllene, Limonene, Humulene",,0.8607,1.4812
0cbb7c4a-a5fb-43ab-8bce-2d60f068bc42,Sequoia,7-504-9999,"0.887, 0.848, 0.845, 0.8732, 0.8644, 0.8560",0.828 - 0.897,"1.4872, 1.4877, 1.4891, 1.4890, 1.4889, 1.4903",1.459 - 1.518,Live Line,#945a3c,#b93a64,7,4,2,0,earthy strawberry,"hints of strawberry , woody with a musky finish","strawberry, Kush, Fruity, Musk","Fruity, Kush","Beta Caryophyllene, Limonene, Myrcene",0.8757,0.862266667,1.4887
c11e2da4-a638-4477-bd7c-3312959d885e,Watermelon Kush,7-512-9999,"0.85, 0.848, 0.838, 0.8202, 0.8264, 0.839, 0.8486",0.805 - 0.872,"1.4751, 1.4752, 1.4743, 1.4747, 1.4772, 1.4764, 1.4773",1.446 - 1.505,Live Line,#d70505,#086012,4.5,2,3,0,Fruity Kush,"Aromas and flavors of sweet, fresh watermelon with a slight floral touch, complemented by a Kush layer that supports the sweetness and adds a delicate savoriness, enriching the flavor profile.","Floral, Kush, sweet, Fruity, WatermelonNotes","Fruity, Kush","Myrcene, Limonene, Beta Caryophyllene",,0.8386,1.475742857
f96a6e5e-2010-4091-b4ed-60e2ae7b6592,First Class Funk,07/03/9999,,0.000 - 0.000,,0 - 0,Live Line,,,,5,,,Gas Diesel,,,,,,,
4d91bebc-d0e8-4c2f-b5b9-59b1af3fca94,Apple Fritter,08/07/9999,"0.8901, 0.8739, 0.8668, 0.8542, 0.8838, 0.8732",0.839 - 0.909,"1.4882, 1.4911, 1.4915, 1.4909, 1.4911, 1.4923",1.461 - 1.521,Palate Line,#189d00,#cdd1a2,5.5,2,1,1,Apple Dough,"Flavors of the well-known Apple Fritter strain with notes of sweet baked apple and a crisp pastry finish, a terpene profile that is both doughy and fruity.","Apple, TartApple, pastries, peppery",Fruity,"Beta Caryophyllene, Humulene, Limonene",0.884,0.873666667,1.49085
1a3d8811-3dcc-4493-8aa4-886c0baa2edd,Apricot Jelly,8-16-9999,"0.858, .8469, 0.8515, 0.8064, 0.8224, 0.8234, 0.8286, 0.8266, 0.8364, 0.8442, 0.837, 0.8322, 0.8300",0.801 - 0.867,"1.4848, 1.4771, 1.4808, 1.4791, 1.4776, 1.4804, 1.4808, 1.4801, 1.4791, 1.4808, 1.4821, 1.4794, 1.4819",1.451 - 1.51,Palate Line,#ffae08,#ff7400,7.5,1,2,1,Caramelized Fruit,"Flavors of caramelized apricot, with jam-like sweetness, featuring tones that evoke a cannabis profile but lean more towards the fruity side.","sugar, Apricot, sweet, Fruity","Fruity, Sweet","Myrcene, Beta Caryophyllene, linalool",0.858,0.834123077,1.480307692
a86db73d-65bf-4840-a635-5446051a77f7,Banana Kush,08/03/9999,"0.8464, 0.8476, 0.8398, 0.8394, 0.8348",0.808 - 0.875,"1.4731, 1.4729, 1.4759, 1.4758, 1.4755",1.445 - 1.504,Palate Line,#edf1c0,#aca07d,6,2,3,0,Banana Cocktail,Powerful skunky top notes with sweet and tropical fruity core,"creamy, Alcohol, Sour, Banana, Skunk, Cheese",creamy,"Myrcene, Beta Caryophyllene, Limonene",0.8616,0.8416,1.47464
26e1bc6c-50b3-491b-ba2b-0e3e93bc58b9,Blueberry Cookies,08/01/9999,"0.841, 0.8423, 0.8425, 0.8407, 0.844, 0.8336, 0.8289, 0.8162, 0.8400, 0.8366, 0.8326, 0.8216",0.802 - 0.868,"1.472, 1.4724, 1.4725, 1.4692, 1.4739, 1.4724, 1.47290, 1.4688, 1.4745, 1.4750, 1.4737, 1.4757",1.443 - 1.502,Palate Line,#a770be,#fcef5b,6,2,2,0,Blueberry Slushy,Cold blueberry combination of deep berry notes and gentle vanilla sweetness,"sugar, Vanilla, Blueberry, Fizzy",Fruity,"Myrcene, Beta Caryophyllene, Alpha Pinene",,0.835,1.47275
d22c3e7b-9f64-4bba-84e7-6dddd33ac844,Cherry Pie,08/12/9999,"0.8745, .8464, 0.8349, 0.8258",0.812 - 0.879,"1.4753, 1.4745, 1.4759, 1.4733",1.445 - 1.504,Palate Line,#f73232,#49eefd,6,0,1,0,Cherry Gelato,Verry sweet cherry candy body with sour-minty end,"Cherry, Fruitloops, Candy, IceCream",Candy,"Myrcene, Limonene, Beta Caryophyllene",,0.8454,1.47475
24249980-4d01-45a5-bc9c-6f94287a1996,Chocolate Cake,8-15-9999,"0.8325, .8362, 0.8383, 0.8286, 0.8336, 0.8232, 0.8282, 0.8336, 0.8206, 0.8288, 0.8306, 0.8260",0.797 - 0.863,"1.473, 1.4178, 1.4747, 1.4750, 1.4748, 1.4758, 1.4744, 1.4756, 1.4761, 1.4760, 1.4752, 1.4763",1.441 - 1.5,Palate Line,#683506,#cbcbcb,8,0,0,5,Cocoa Pastry,Vanilla and sweet chocolate cake flavor,"Vanilla, Rum, sweet, Spicy, Chocolate, Cocoa, Cake","creamy, Dessert","Myrcene, Alpha Pinene, Beta Caryophyllene",,0.830016667,1.470391667
89f5ad80-d751-4c05-8b2a-af0bc756c564,Clementine,08/05/9999,"0.8470, 0.849, 0.829, 0.827, 0.8224",0.801 - 0.868,"1.4739, 1.4739, 1.4745, 1.4746, 1.4769",1.445 - 1.504,Palate Line,#e1bd8a,#edb4b4,2,0,3,0,Orange Peel,Sweet citrus cocktail with fresh tangerine and orange zest notes,"OrangeCrush, Clementine, Tangerine, Mojito, Cocktail",Citrus,"Limonene, Myrcene, Beta Caryophyllene",0.852,0.83488,1.47476
f2d10953-ebbb-48bf-aee0-622c37f966b2,FPOG,8-18-9999,".8504, 0.8364, 0.8352",0.807 - 0.874,"1.4771, 1.4802, 1.4817",1.45 - 1.509,Palate Line,#a73d00,#ea9f9f,4.5,1,1,2,Sweet diesel,Strong Diesel body with sweet and fruity notes,"OrangeCandy, Gas, sweet, Glue, Earthy, Candy",Diesel,"Terpinolene, Limonene, Myrcene",0.8487,0.840666667,1.479666667
cf36ce75-3cb5-4ab2-9c8c-aa8d59e11775,Gelato #41,8-13-9999,".8740, 0.8739, 0.874, 0.8597, 0.8514, 0.8546, 0.8458, 0.8596, 0.8424, 0.8418, 0.863, 0.8458, 0.8508, 0.8522, 0.8354, 0.8714, 0.8594, 0.8604, 0.8666, 0.8598",0.823 - 0.891,"1.4807, 1.4807, 1.4807, 1.4813, 1.4816, 1.4829, 1.4809, 1.4813, 1.4816, 1.4810, 1.4808, 1.4830, 1.4824, 1.4817, 1.4830, 1.4830, 1.4832, 1.4827, 1.4833, 1.4833",1.452 - 1.512,Palate Line,#f1e192,#f7d7f1,5,1,1,2,Fruity Mix,sweet doughy and earthy aroma alongside hints of lavender and pine.,"pine, Dough, Peach, Lavender, IceCream","creamy, Fruity","Beta Caryophyllene, Limonene, Humulene",,0.8571,1.481955
bf78f7fb-65d0-434c-8668-dccef6a19e10,Lemon Skunk,8-21-9999,0.849,0.815 - 0.883,1.4765,1.447 - 1.506,Palate Line,#e7de0f,#211f1f,7.5,5,3,,Lemon Skunk,The aroma is Skunky and sweet while the flavor is reminiscent of sweet lemons and other citrus fruit.,"citrus, Lemon, Skunk, Earthy, SweetSkunk","Citrus, Skunk","Limonene, Myrcene, Alpha Pinene",,0.849,1.4765
aa677884-b7b5-4706-b0b9-ebe3f92a906e,Lemon Twist,08/10/9999,"0.873, 0.8705, 0.8628, 0.8486, 0.8626, 0.8306, 0.8500, 0.8468",0.821 - 0.890,"1.4736, 1.4783, 1.4801, 1.4794, 1.4784, 1.4783, 1.4802, 1.4799",1.449 - 1.508,Palate Line,#f7f722,#fdd8ba,7,1,2,0,Lemon Peel,Herbal green body with sharp lemon peel flavors. Strong moldy haze,"Lemon, Mud, Zest, Mold",Citrus,"Limonene, Beta Caryophyllene, Beta-pinene",,0.8556125,1.478525
f4468f61-eb89-435c-af7d-b9c1e2ebbcb1,Mango Haze,8-14-9999,".8608, 0.8457, 0.8510, 0.8396, 0.8516, 0.8500",0.816 - 0.884,"1.4738, 1.4759, 1.4770, 1.4765, 1.4770, 1.4783",1.447 - 1.506,Palate Line,#f77419,#e7c961,7.5,2,3,0,Fresh Mango,Tropical ripe mango aroma with orange juice notes,"tropical, Sour, Skunk, Mango, Earthy","Tropical, Skunk","Myrcene, Limonene, Beta Caryophyllene",,0.849783333,1.476416667
477043ff-9bd4-4ff9-adf5-7e21267e15d2,Melon Haze,8-20-9999,"0.8367, 0.8346, 0.8442",0.805 - 0.872,"1.4839, 1.4839, 1.4865",1.455 - 1.514,Palate Line,#f6b472,#fdf06c,5,1,1,,Sharp Melon,"Sweet and floral melon notes with a slightly diesel, hazy undertone that enriches the flavor profile.","Floral, Haze, Musk, Melon","Fruity, Haze","Beta Caryophyllene, Myrcene, Beta-pinene",,0.8385,1.484766667
0907225f-3552-4e5c-bcd4-156dd0225885,Mimosa,08/06/9999,"0.8688, 0.87, 0.8636, 0.8702, 0.8386, 0.8544, 0.8666, 0.8544",0.826 - 0.895,"1.4781, 1.4797, 1.477, 1.4797, 1.4797, 1.4873, 1.4809, 1.4823",1.451 - 1.51,Palate Line,#dac2dc,#d6eb9d,4,2,1,0,Sour Lavender,Floral base with strong mint top notes and low citrus back notes.,"Floral, Herbal, Mint, Zest",Earthy,"Beta Caryophyllene, Beta-pinene, Alpha Pinene",0.879,0.860825,1.4805875
479d5200-504f-4da0-bb78-605e826a436a,Peaches and Cream,08/09/9999,"0.832, 0.8132, 0.8192, 0.8126, 0.8136, 0.8296, 0.8254, 0.8388, 0.8206",0.790 - 0.856,"1.4757, 1.4746, 1.4782, 1.4761, 1.4754, 1.4784, 1.4790, 1.4780, 1.4777",1.447 - 1.507,Palate Line,#e6bf6b,#ccf7bd,8,3,2,0,Tropical Glue,Creamy-Glue like base with sharp minty and tropical notes,"creamy, Peach, sweet, Fruity, Dessert",Glue,"Myrcene, Beta-Ocimene, Beta Caryophyllene",0.8359,0.822777778,1.477011111
ddca41cf-cef5-42f1-a1a2-c0e00ef0464e,Pineapple Haze,08/02/9999,"0.8697, 0.8316, 0.8502, 0.8524",0.817 - 0.885,"1.4796, 1.4795, 1.4805, 1.4822",1.451 - 1.51,Palate Line,#fff5ad,#d9f2ad,6,2,3,0,Pineapple Popsicle,Sweet icy citrus body with pineapple candy notes,"citrus, Pineapple, Mint, Ice",Fruity,"Beta Caryophyllene, Myrcene, Limonene",,0.850975,1.48045
0248e4d8-4daf-4d3a-9a70-2bc192fea20d,Purple Punch,08/08/9999,"0.827, 0.8356, 0.8232, 0.8202, 0.8218, 0.8306",0.793 - 0.859,"1.4760, 1.4762, 1.4759, 1.4799, 1.4773, 1.4777",1.448 - 1.507,Palate Line,#725a8c,#6f4747,6,3,2,0,Diesel Grape,Carries a dominant deep grape aroma with sour-diesel earthy notes,"Diesel, Ice, Grape, SweetHaze",Fruity,"Myrcene, Beta Caryophyllene, Alpha Pinene",0.8437,0.8264,1.477166667
328bf02a-dc7e-4644-9417-fc9d9cd1cfdb,Thin Mint,08/11/9999,"0.8779, 0.8488, 0.8454, 0.8488, 0.8454",0.819 - 0.887,"1.4755, 1.4773, 1.4771, 1.4773, 1.4771",1.447 - 1.506,Palate Line,#53d06c,#82f8fd,6,1,2,0,Spearmint Gum,Strong minty body with sweet notes resembles spearmint bubblegum,"Camphorous, sweet, Mint",Sweet,"Limonene, Beta Caryophyllene, Beta-pinene",0.885,0.85326,1.47686
a6392525-c49e-4135-88b9-e98c215c16e9,ZKZ,08/04/9999,"0.8418, 0.8298, 0.8292, 0.8226, 0.8396, 0.8238, 0.8382, 0.8384, 0.8336",0.800 - 0.866,"1.4714, 1.4700, 1.4705, 1.4689, 1.4728, 1.4793, 1.4712, 1.4721, 1.4711",1.442 - 1.501,Palate Line,#f6c1ea,#8d2828,6,2,2,0,Bubble Gum,"sweet and candy-like, characterized by strong fruity notes and ripe strawberry.","bubblegum, Gummy, Pink, Bazooka",Candy,"Myrcene, Alpha Pinene, Beta Caryophyllene",0.848,0.833,1.471922222
b1619c99-4919-4e8d-82d2-4161a8f4afc4,Afghan Hash,18/03/9999,"0.8438, 0.8534, 0.8454, 0.8422, 0.8492, 0.8418",0.812 - 0.880,"1.4827, 1.4842, 1.4845, 1.4823, 1.4835, 1.4844",1.454 - 1.513,Enhancer Line,#6e2301,#4b0606,9,5,0,0,Hash,"Our Afghan Hash captures Afghanistan's bold, earthy spirit, offering a flavor symphony of deep fermentation, oriental spices, and lasting sweetness, intertwined with resinous pine and herbal notes in every smooth inhale.","Kush, Herbal, Earthy, Wood, Hashish, Hash",Hash,"Myrcene, Terpinolene, Beta Caryophyllene",,0.845966667,1.4836
10bbb52a-d9fb-4398-8728-6c8e3e50bfc7,African Mango,10-507-9999,"0.8479, 0.847, .8431, 0.8392, 0.8276, 0.8224, 0.8248, 0.832, 0.8248, 0.8398, 0.8418",0.802 - 0.869,"1.463, 1.4631, 1.4607, 1.4641, 1.4645, 1.463, 1.4625, 1.4659, 1.4645, 1.4648, 1.4657",1.435 - 1.493,Enhancer Line,#ff6d01,#7a4444,8,1,3,,Ripe mango,Ripe mango aroma with back notes of watermelon.,"tropical, Sour, sweet, Grass, Fruity, Mango, Cocktail, juicy, WatermelonNotes",Tropical,"Myrcene, Limonene, Beta Caryophyllene",0.8527,0.835490909,1.4638
1c10ea9d-115e-41db-9d17-7ccfaf1d3610,Apple Banana,10-17-9999,".875, .8880, 0.8679, 0.837, 0.8582, 0.8582",0.829 - 0.899,"1.4462, 1.4748, 1.4754, 1.4761, 1.4761, 1.4761",1.441 - 1.5,Enhancer Line,#ee6da6,#92f064,7,,4,1,Banana Candy,"Banana milk with tropical candy notes, layered with green apple and fresh cut grass tones. synthetic, candy like banana - like banana gummies.","tropical, Banana, Fruity, Gummy, Fresh",Fruity,"Beta Caryophyllene, Humulene, Alpha Bisabolol",,0.86405,1.470783333
1a0cf35a-e3de-4210-926c-7e05c5c3b308,Banana Pancakes,10-559-9999,"0.9499, 0.9366, 0.8969, 0.8988, 0.8854, 0.8944",0.874 - 0.947,"1.4925, 1.4939, 1.4928, 1.4938, 1.4921, 1.4925",1.463 - 1.523,Enhancer Line,#d0995e,#f7e486,10,0,1,5,Maple-Banana,Dough like body with strong maple aroma and sweet banana notes,"creamy, maple, Banana",Dessert,"Beta Caryophyllene, Alpha Pinene, Bisabolene",,0.910333333,1.492933333
e7e6ad41-a2b9-4c4d-9e4d-297427e7a415,Banana Smoothie,10-510-9999,"0.881, .8840, 0.8847, 0.8842, 0.8844, 0.8754, 0.8584, 0.838, 0.859, 0.8518, 0.8666, 0.8656, 0.8774, 0.8772, 0.8764, 0.8636, 0.8550",0.835 - 0.904,"1.4629, 1.4642, 1.4626, 1.4645, 1.4627, 1.4648, 1.4666, 1.4656, 1.4646, 1.4652, 1.4675, 1.4659, 1.4659, 1.4652, 1.4666, 1.4676, 1.4670",1.436 - 1.495,Enhancer Line,#e7d033,#ed5dba,8.5,,4,1,Banana Milk,Sweet creamy banana gummy candy,"Banana, sweet, Candy","Fruity, Sweet","Beta Caryophyllene, Humulene, linalool",0.8606,0.869570588,1.465258824
